,path,link,name,dvornik
53,"Audi,A5,(17-) Coupe",https://avto-dvorniki.ru/car/audi/a5/1818/,Стеклоочистители для Audi A5 (17-) Coupe,",Комплект Bosch AeroTwin A297S,Комплект Trico Ice (ICE600+ICE500),Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Heyner All Seasons (HAS60+HAS50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013),Комплект OEM VAG Front 8W1 998 002"
54,"Audi,A5,(09-17) Sportback",https://avto-dvorniki.ru/car/audi/a5/0472/,Стеклоочистители для Audi A5 (09-17) Sportback,",Комплект Bosch AeroTwin A297S,Комплект Trico Ice (ICE600+ICE500),Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Trico NeoForm (NF6013+NF5013),Комплект Valeo HydroConnect Front (HF60+HF50),Комплект OEM VAG Front 8K1 998 002 A"
55,"Audi,A5,(08-17) начиная с кузова 8T1-8 013 034",https://avto-dvorniki.ru/car/audi/a5/0471/,Стеклоочистители для Audi A5 (08-17) начиная с кузова 8T1-8 013 034,",Комплект Bosch AeroTwin A297S,Комплект Trico Ice (ICE600+ICE500),Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013),Комплект Valeo HydroConnect Front (HF60+HF50),Комплект OEM VAG Front 8K1 998 002 A"
56,"Audi,A5,(06.07-10.07) до кузова 8T1-8-013 033",https://avto-dvorniki.ru/car/audi/a5/0470/,Стеклоочистители для Audi A5 (06.07-10.07) до кузова 8T1-8-013 033,",Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Bosch AeroTwin A296S,Комплект Valeo Silencio Flat VF443 / VM443,Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект SWF VisioFlex 119296,Комплект Valeo HydroConnect Front (HF60+HF50),Комплект Valeo First Multiconnection (VFB60+VFB50)"
57,"Audi,A6,C7, (14-) седан, рестайлинг",https://avto-dvorniki.ru/car/audi/a6/0625/,"Стеклоочистители для Audi A6 C7, (14-) седан, рестайлинг",",Комплект Bosch AeroTwin A638S,Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Denso Flat DF-049"
58,"Audi,A6,C7, (11-14) седан",https://avto-dvorniki.ru/car/audi/a6/0479/,"Стеклоочистители для Audi A6 C7, (11-14) седан",",Комплект Bosch AeroTwin A638S,Комплект Bosch AeroTwin Plus (AP650U+AP530U),Комплект Trico Ice (ICE650+ICE530),Комплект Alca Super Flat (ASF65+ASF53),Комплект Heyner Hybrid (HG65+HG53),Комплект Alca Winter (AW65+AW53),Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Denso Flat DF-049,Комплект Trico NeoForm (NF6513+NF5313)"
59,"Audi,A6,C6, (05-11) седан",https://avto-dvorniki.ru/car/audi/a6/0477/,"Стеклоочистители для Audi A6 C6, (05-11) седан",",Комплект Bosch AeroTwin A934S,Комплект Denso Flat DF-010,Комплект Trico NeoForm (NF5515+NF5515)"
60,"Audi,A6,C5, (97-01) седан",https://avto-dvorniki.ru/car/audi/a6/0473/,"Стеклоочистители для Audi A6 C5, (97-01) седан",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico Ice (ICE550+ICE530),Комплект Alca Super Flat (ASF56+ASF53),Комплект Heyner Hybrid (HG56+HG53),Комплект Alca Winter (AW56+AW53),Комплект Trico NeoForm (NF550+NF530),Комплект SWF VisioFlex 119743,Комплект Hella Razor Hybrid (22+21),Комплект Hella Dyna Blade (WBU22+WBU21),Комплект SWF VisioNext (119855+119853),Комплект Trico Force (TF550L+TF530L)"
61,"Audi,A6,C5, (01-05) седан",https://avto-dvorniki.ru/car/audi/a6/0475/,"Стеклоочистители для Audi A6 C5, (01-05) седан",",Комплект Bosch AeroTwin A933S,Комплект SWF VisioFlex 119323,Комплект Valeo Silencio Flat VF302 / VM302,Комплект Denso Flat DF-008"
62,"Audi,A6,C4, (94-97) универсал",https://avto-dvorniki.ru/car/audi/a6/0657/,"Стеклоочистители для Audi A6 C4, (94-97) универсал",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico NeoForm (NF550+NF530),Комплект SWF VisioFlex 119743,Комплект Hella Razor Hybrid (22+21),Комплект SWF VisioNext (119855+119853),Комплект Trico Force (TF550L+TF530L),Комплект Denso Flat (DFR-006+DFR-005)"
63,"Audi,A6,Avant C7, (11-14) универсал",https://avto-dvorniki.ru/car/audi/a6/0480/,"Стеклоочистители для Audi A6 Avant C7, (11-14) универсал",",Комплект Bosch AeroTwin A638S,Комплект Bosch AeroTwin Plus (AP650U+AP530U),Комплект Trico Ice (ICE650+ICE530),Комплект Alca Super Flat (ASF65+ASF53),Комплект Heyner Hybrid (HG65+HG53),Комплект Alca Winter (AW65+AW53),Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Trico NeoForm (NF6513+NF5313)"
64,"Audi,A6,Avant C6, (05-11) универсал",https://avto-dvorniki.ru/car/audi/a6/0478/,"Стеклоочистители для Audi A6 Avant C6, (05-11) универсал",",Комплект Bosch AeroTwin A934S,Комплект SWF VisioFlex 119259,Комплект Valeo Silencio Flat VF364 / VM364,Комплект Denso Flat DF-010,Комплект Trico NeoForm (NF5515+NF5515)"
65,"Audi,A6,Avant C5, (97-01) универсал",https://avto-dvorniki.ru/car/audi/a6/0474/,"Стеклоочистители для Audi A6 Avant C5, (97-01) универсал",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico Ice (ICE550+ICE530),Комплект Alca Super Flat (ASF56+ASF53),Комплект Heyner Hybrid (HG56+HG53),Комплект Alca Winter (AW56+AW53),Комплект Trico NeoForm (NF550+NF530),Комплект Valeo HydroConnect Upgrade (HU55+HU53),Комплект SWF VisioFlex 119743,Комплект Hella Razor Hybrid (22+21),Комплект Hella Dyna Blade (WBU22+WBU21),Комплект Trico Force (TF550L+TF530L),Комплект Denso Flat (DFR-006+DFR-005)"
66,"Audi,A6,Avant C5, (01-05) универсал",https://avto-dvorniki.ru/car/audi/a6/0476/,"Стеклоочистители для Audi A6 Avant C5, (01-05) универсал",",Комплект Bosch AeroTwin A933S,Комплект SWF VisioFlex 119323,Комплект Valeo Silencio Flat VF302 / VM302,Комплект Denso Flat DF-008"
67,"Audi,A6 Allroad,C7, (10-)",https://avto-dvorniki.ru/car/audi/a6_allroad/0490/,"Стеклоочистители для Audi A6 Allroad C7, (10-)",",Комплект Bosch AeroTwin A638S,Комплект Bosch AeroTwin Plus (AP650U+AP530U),Комплект Alca Super Flat (ASF65+ASF53),Комплект Heyner Hybrid (HG65+HG53),Комплект Alca Winter (AW65+AW53),Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Trico NeoForm (NF6513+NF5313)"
68,"Audi,A6 Allroad,C6, (06-11)",https://avto-dvorniki.ru/car/audi/a6_allroad/0489/,"Стеклоочистители для Audi A6 Allroad C6, (06-11)",",Комплект Bosch AeroTwin A934S,Комплект SWF VisioFlex 119259,Комплект Valeo Silencio Flat VF364 / VM364,Комплект Trico NeoForm (NF5515+NF5515)"
69,"Audi,A6 Allroad,C5, (01-05)",https://avto-dvorniki.ru/car/audi/a6_allroad/0488/,"Стеклоочистители для Audi A6 Allroad C5, (01-05)",",Комплект Bosch AeroTwin A933S,Комплект SWF VisioFlex 119323,Комплект Valeo Silencio Flat VF302 / VM302,Комплект Denso Flat DF-008"
70,"Audi,A6 Allroad,C5, (00) крепление «Крючок»",https://avto-dvorniki.ru/car/audi/a6_allroad/1150/,"Стеклоочистители для Audi A6 Allroad C5, (00) крепление «Крючок»",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Hella Razor Hybrid (22+21)"
71,"Audi,A6 Allroad,4GH, (12-)",https://avto-dvorniki.ru/car/audi/a6_allroad/1638/,"Стеклоочистители для Audi A6 Allroad 4GH, (12-)",",Комплект Bosch AeroTwin A638S,Комплект Bosch AeroTwin Plus (AP650U+AP530U),Комплект Alca Super Flat (ASF65+ASF53),Комплект Heyner Hybrid (HG65+HG53),Комплект Heyner All Seasons (HAS65+HAS53),Комплект Alca Winter (AW65+AW53),Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Trico NeoForm (NF6513+NF5313)"
72,"Audi,A7,1 пок., (14-) sportback, рестайлинг",https://avto-dvorniki.ru/car/audi/a7/0627/,"Стеклоочистители для Audi A7 1 пок., (14-) sportback, рестайлинг",",Комплект Bosch AeroTwin A297S,Комплект Valeo HydroConnect Front (HF60+HF50)"
73,"Audi,A7,1 пок., (10-14) sportback",https://avto-dvorniki.ru/car/audi/a7/0481/,"Стеклоочистители для Audi A7 1 пок., (10-14) sportback",",Комплект Bosch AeroTwin A638S,Комплект Bosch AeroTwin Plus (AP650U+AP530U),Комплект Trico Ice (ICE650+ICE530),Комплект Alca Super Flat (ASF65+ASF53),Комплект Heyner Hybrid (HG65+HG53),Комплект Alca Winter (AW65+AW53),Комплект SWF VisioFlex 119432,Комплект Valeo HydroConnect Front (HF65+HF53),Комплект Valeo Silencio Flat VF491 / VM491,Комплект Denso Flat DF-049,Комплект Trico NeoForm (NF6513+NF5313)"
74,"Audi,A8,D4, (13-17) рестайлинг",https://avto-dvorniki.ru/car/audi/a8/0485/,"Стеклоочистители для Audi A8 D4, (13-17) рестайлинг",",Комплект Bosch AeroTwin A587S,Комплект Valeo Silencio Flat VF863 / VM863"
75,"Audi,A8,D4, (10-13)",https://avto-dvorniki.ru/car/audi/a8/0484/,"Стеклоочистители для Audi A8 D4, (10-13)",",Комплект Bosch AeroTwin Plus (AP700U+AP500U),Комплект Bosch AeroTwin A587S,Комплект Valeo Silencio Flat VF863 / VM863,Комплект Heyner Hybrid (HG70+HG50),Комплект SWF VisioFlex 119437,Комплект Alca Super Flat (ASF70+ASF50)"
76,"Audi,A8,D3, (02-10)",https://avto-dvorniki.ru/car/audi/a8/0483/,"Стеклоочистители для Audi A8 D3, (02-10)",",Комплект SWF VisioFlex 119358"
77,"Audi,A8,D2, (94-02)",https://avto-dvorniki.ru/car/audi/a8/0482/,"Стеклоочистители для Audi A8 D2, (94-02)",",Комплект Bosch AeroTwin AR551S,Комплект Hella Razor Hybrid (22+20),Комплект Bosch AeroTwin (AR22U+AR20U),Комплект Trico Ice (ICE550+ICE500),Комплект Alca Super Flat (ASF56+ASF50),Комплект Heyner Hybrid (HG56+HG50),Комплект Alca Winter (AW56+AW50),Комплект SWF VisioNext (119855+119850),Комплект Trico NeoForm (NF550+NF500),Комплект Hella Dyna Blade (WBU22+WBU20)"
78,"Audi,A8,D5, (17-)",https://avto-dvorniki.ru/car/audi/a8/1819/,"Стеклоочистители для Audi A8  D5, (17-)",",Комплект Bosch AeroTwin Plus (AP700U+AP500U),Комплект Trico Ice (ICE700+ICE500),Комплект Valeo Silencio Flat VF863 / VM863,Комплект Heyner Hybrid (HG70+HG50),Комплект Heyner All Seasons (HAS70+HAS50),Комплект Bosch AeroTwin A586S,Комплект SWF VisioFlex 119437,Комплект Alca Super Flat (ASF70+ASF50),Комплект Trico NeoForm (NF7013+NF5013)"
79,"Audi,Q2,(16-)",https://avto-dvorniki.ru/car/audi/q2/1820/,Стеклоочистители для Audi Q2 (16-),",Комплект Bosch AeroTwin Plus (AP600U+AP475U),Комплект Bosch AeroTwin A620S,Комплект Trico Ice (ICE600+ICE480),Комплект SWF VisioFlex 119261,Комплект Valeo Silencio Flat VF376 / VM376,Комплект Heyner Hybrid (HG60+HG48),Комплект Heyner All Seasons (HAS60+HAS48),Комплект Alca Winter (AW60+AW48),Комплект Denso Flat DF-015,Комплект Trico Force (TF600L+TF480L)"
80,"Audi,Q3,1 пок., (11-18)",https://avto-dvorniki.ru/car/audi/q3/0491/,"Стеклоочистители для Audi Q3 1 пок., (11-18)",",Комплект Bosch AeroTwin A862S,Комплект Bosch AeroTwin Plus (AP600U+AP530U),Комплект Trico Ice (ICE600+ICE530),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG53),Комплект Alca Winter (AW60+AW53),Комплект Denso Flat DF-007,Комплект Valeo HydroConnect Front (HF60+HF53),Комплект Trico NeoForm (NF6013+NF5313),Комплект Trico Force (TF600L+TF530L)"
81,"Audi,Q5,2 пок., (16-)",https://avto-dvorniki.ru/car/audi/q5/1810/,"Стеклоочистители для Audi Q5 2 пок., (16-)",",Комплект Bosch AeroTwin A297S,Комплект Trico Ice (ICE600+ICE500),Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Heyner All Seasons (HAS60+HAS50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013)"
82,"Audi,Q5,1 пок., (12-16) рестайлинг",https://avto-dvorniki.ru/car/audi/q5/0629/,"Стеклоочистители для Audi Q5 1 пок., (12-16) рестайлинг",",Комплект Bosch AeroTwin A297S,Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013),Комплект Valeo HydroConnect Front (HF60+HF50)"
83,"Audi,Q5,1 пок., (08-12)",https://avto-dvorniki.ru/car/audi/q5/0492/,"Стеклоочистители для Audi Q5 1 пок., (08-12)",",Комплект Bosch AeroTwin A297S,Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013),Комплект Valeo HydroConnect Front (HF60+HF50)"
84,"Audi,Q7,2 пок., (15-)",https://avto-dvorniki.ru/car/audi/q7/0630/,"Стеклоочистители для Audi Q7 2 пок., (15-)",",Комплект Bosch AeroTwin Plus (AP700U+AP500U),Комплект Valeo HydroConnect Front (HF70+HF50),Комплект Heyner Hybrid (HG70+HG50),Комплект Bosch AeroTwin A586S,Комплект Alca Super Flat (ASF70+ASF50),Комплект Denso Flat DF-078"
85,"Audi,Q7,1 пок., (05-15)",https://avto-dvorniki.ru/car/audi/q7/0493/,"Стеклоочистители для Audi Q7 1 пок., (05-15)",",Комплект Bosch AeroTwin Plus (AP650U+AP650U),Комплект Valeo HydroConnect Front (HF65+HF65),Комплект Alca Super Flat (ASF65+ASF65),Комплект Heyner Hybrid (HG65+HG65),Комплект Alca Winter (AW65+AW65),Комплект Bosch AeroTwin A099S,Комплект Valeo Silencio Flat VF454 / VM454,Комплект SWF VisioFlex 119422,Комплект Valeo First Multiconnection (VFB65+VFB65),Комплект Denso Flat DF-040"
86,"Audi,R8,1 пок., (07-15) крепление «крючок»",https://avto-dvorniki.ru/car/audi/r8/0494/,"Стеклоочистители для Audi R8 1 пок., (07-15) крепление «крючок»",",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Trico Ice (ICE600+ICE500),Комплект Denso Hybrid (DUR-060L+DUR-050L),Комплект Heyner Hybrid (HG60+HG50),Комплект Trico NeoForm (NF600+NF500),Комплект Hella Dyna Blade (WBU24+WBU20)"
87,"Audi,R8,1 пок., (07-15) крепление «клешня»",https://avto-dvorniki.ru/car/audi/r8/1142/,"Стеклоочистители для Audi R8 1 пок., (07-15) крепление «клешня»",",Комплект Bosch AeroTwin A105S"
